sku,orders_cnt,units_sold,gross_sales,units_returned,returns_value,ad_spend_sp,ad_sales_sp,ad_orders_sp,ad_units_sp,wasted_spend_sp,unit_cost,referral_fee,fba_cost,storage_oct_dec,storage_cos_jan_sep,estimated_fee_total,net_units,net_sales,unit_cost_total,unit_fees_total,referral_fee_total,fba_fee_total,gross_profit,ad_spend_total,net_profit,acos,tacos,net_margin
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
UNKNOWN,1,1,14.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.15008583344157259,4.04,0.04,0.01,,1.0,14.99,4.5,0.0,2.249786643289173,4.04,4.200213356710828,0.0,4.200213356710828,,0.0,0.28020102446369766
